permco_1,permco_2,ssd,comnam_1,ticker_1,comnam_2,ticker_2
7882,20473,0.5238196178176245,COSTCO WHOLESALE CORP NEW,COST,COLGATE PALMOLIVE CO,CL
3840,9698,0.5300920914850298,REGAL REXNORD CORP,RRX,MAXIM INTEGRATED PRODUCTS INC,MXIM
20922,50694,0.531029756747017,H F SINCLAIR CORP,DINO,DELEK U S HOLDINGS INC NEW,DK
53576,56352,0.5323602847388635,L P L FINANCIAL HOLDINGS INC,LPLA,EQUITABLE HOLDINGS INC,EQH
21188,21398,0.5324016081438667,MERCK & CO INC NEW,MRK,ALTRIA GROUP INC,MO
21609,54327,0.5325627567549767,SHERWIN WILLIAMS CO,SHW,ZOETIS INC,ZTS
20939,53443,0.5332621045870705,CENTERPOINT ENERGY INC,CNP,VISHAY PRECISION GROUP INC,VPG
779,20235,0.5333519878068511,COMMERCE BANCSHARES INC,CBSH,AUTOMATIC DATA PROCESSING INC,ADP
5780,6883,0.5335660005032605,COOPER COMPANIES INC,COO,MESA LABORATORIES INC,MLAB
34665,54422,0.5349676628335114,STEELCASE INC,SCS,TRISTATE CAPITAL HOLDINGS INC,TSC
20035,55582,0.5351241917363027,ALASKA AIRGROUP INC,ALK,US FOODS HOLDING CORP,USFD
13311,55527,0.5371739920364891,CALLON PETROLEUM CO DEL,CPE,PERMIAN RESOURCES CORP,PR
41870,50701,0.537579788444398,ZIMMER BIOMET HOLDINGS INC,ZBH,MUELLER WATER PRODUCTS INC,MWA
282,55033,0.5396606953565857,ANALOG DEVICES INC,ADI,KEYSIGHT TECHNOLOGIES INC,KEYS
16368,55548,0.5424743935822192,GOLDEN ENTERTAINMENT INC,GDEN,RED ROCK RESORTS INC,RRR
2253,21826,0.5429550778814348,WESTAMERICA BANCORPORATION,WABC,UNITED STATES CELLULAR CORP,USM
1868,14387,0.5436676234033866,FULLER H B CO,FUL,COLUMBUS MCKINNON CORP NY,CMCO
14781,53098,0.5452122511882673,CASS INFORMATION SYSTEMS INC,CASS,HOME BANCORP INC,HBCP
2615,14705,0.5453287739081591,LA Z BOY INC,LZB,RUSH ENTERPRISES INC,RUSHA
3102,55109,0.5472600449189511,MYERS INDUSTRIES INC,MYE,FIRST FOUNDATION INC,FFWM
6533,43976,0.5484612024736687,RICHARDSON ELECTRONICS LTD,RELL,HUDSON GLOBAL INC,HSON
14661,27610,0.549068268947256,ARTESIAN RESOURCES CORP,ARTNA,YORK WATER CO,YORW
12011,14744,0.5493736116031421,INTUIT INC,INTU,ANSYS INC,ANSS
3487,21669,0.5496654411712171,PACCAR INC,PCAR,STEPAN CO,SCL
194,16455,0.5499781668881398,APPLIED MATERIALS INC,AMAT,M K S INSTRUMENTS INC,MKSI
21945,53556,0.5522506225305209,XEROX HOLDINGS CORP,XRX,HOWARD HUGHES HOLDINGS INC,HHH
153,34798,0.5522546805838143,ALICO INC,ALCO,SEMPRA ENERGY,SRE
4761,27374,0.5531647111446113,VALMONT INDUSTRIES INC,VMI,GREIF INC,GEF
20587,26284,0.5559754278005641,DISNEY WALT CO,DIS,OPPENHEIMER HOLDINGS INC,OPY
4673,21578,0.5560111213814669,U M B FINANCIAL CORP,UMBF,SCHWAB CHARLES CORP NEW,SCHW
22168,30020,0.5562555153878341,HONEYWELL INTERNATIONAL INC,HON,U HAUL HOLDING CO,UHAL
53008,56083,0.5578066032361995,ENOVIS CORP,ENOV,FORESTAR GROUP INC NEW,FOR
14762,41388,0.5580891537254482,DIME COMMUNITY BANCSHARES INC,DCOM,FIRST COMMUNITY BANCSHARES INC,FCBC
53620,55898,0.5581941687227128,KNIGHT SWIFT TRANSPORT HDLGS INC,KNX,SCHNEIDER NATIONAL INC,SNDR
7232,28858,0.5582056258225282,EXPEDITORS INTERNATIONAL WA INC,EXPD,LANDSTAR SYSTEM INC,LSTR
20932,41367,0.5583913986548945,HORMEL FOODS CORP,HRL,FLOWERS FOODS INC,FLO
21783,54438,0.5596289052565511,TRINITY INDUSTRIES INC,TRN,SILVERCREST ASSET MNGMNT GRP INC,SAMG
15657,53609,0.5600743101206952,LAKELAND FINANCIAL CORP,LKFN,FIRST REPUBLIC BANK S F NEW,FRC
20546,55488,0.5600947712090003,CURTISS WRIGHT CORP,CW,R M R GROUP INC,RMR
13587,14152,0.5610368822583885,A C I WORLDWIDE INC,ACIW,NETAPP INC,NTAP
13758,53705,0.5613067343746163,SINCLAIR INC,SBGI,AIR LEASE CORP,AL
20277,20991,0.5619439149725087,BAXTER INTERNATIONAL INC,BAX,INTERNATIONAL FLAVORS & FRAG INC,IFF
43613,56541,0.5639199307304502,COMCAST CORP NEW,CMCSA,ARCOSA INC,ACA
21718,55407,0.5642389561542402,TEJON RANCH CO,TRC,GYRODYNE LLC,GYRO
20906,21808,0.5653196285318142,HERSHEY CO,HSY,AMEREN CORP,AEE
6185,53076,0.5655818342007863,STIFEL FINANCIAL CORP,SF,PRIMORIS SERVICES CORP,PRIM
3194,53196,0.5662127065396554,NIKE INC,NKE,BROADCOM INC,AVGO
21849,56179,0.566388533303994,V F CORP,VFC,M V B FINANCIAL CORP,MVBF
20239,41265,0.5691744005989336,AVNET INC,AVT,ANTARES PHARMA INC,ATRS
781,50965,0.5694961334434687,SYNOVUS FINANCIAL CORP,SNV,TRAVEL & LEISURE CO,TNL
20222,55711,0.571192644338784,ASHLAND INC 2022,ASH,VALVOLINE INC,VVV
52253,55962,0.5712145580978824,CONTINENTAL RESOURCES INC,CLR,MAGNOLIA OIL & GAS CORP,MGY
4342,46162,0.5716132744632139,SOUTHWEST GAS HOLDINGS INC,SWX,PRESTIGE CONSUMER HEALTHCARE INC,PBH
13938,14572,0.5720421358574347,KFORCE INC,KFRC,SYKES ENTERPRISES INC,SYKE
20000,22856,0.5721791032855041,A A R CORP,AIR,MACYS INC,M
16492,32185,0.5736169450131751,HEIDRICK & STRUGGLES INTL INC,HSII,MID PENN BANCORP INC,MPB
8158,56960,0.575863826690804,ELMIRA SAVINGS BANK NY,ESBK,BLUE RIDGE BANKSHARES INC,BRBS
29805,56438,0.5772723603957037,APTARGROUP INC,ATR,KEURIG DR PEPPER INC,KDP
2004,21888,0.5775496388818874,GRAHAM CORP,GHM,GRAHAM HOLDINGS CO,GHC
21236,56450,0.5796418409287276,MURPHY OIL CORP,MUR,BERRY CORP,BRY
6051,7863,0.5798801850589893,UNIFIRST CORP,UNF,MERCURY GENERAL CORP NEW,MCY
8237,14427,0.5812838863611514,BALCHEM CORP,BCPC,HUB GROUP INC,HUBG
9424,12457,0.5830880456252745,DENTSPLY SIRONA INC,XRAY,GARTNER INC,IT
29052,51209,0.5832338548627868,AMBAC FINANCIAL GROUP INC,AMBC,LIMESTONE BANCORP INC,LMST
8045,48793,0.583822084167659,ORACLE CORP,ORCL,INTERCONTINENTALEXCHANGE GRP INC,ICE
9245,11361,0.5861475638159382,CADENCE DESIGN SYSTEMS INC,CDNS,SYNOPSYS INC,SNPS
16410,20819,0.586434440343266,BOTTOMLINE TECHNOLOGIES DEL INC,EPAY,MAGNERA CORP,MAGN
12027,21224,0.5885982235851495,MICROCHIP TECHNOLOGY INC,MCHP,MORGAN STANLEY DEAN WITTER & CO,MS
16130,56176,0.5898614939352942,HACKETT GROUP INC,HCKT,LUTHER BURBANK CORP,LBC
42401,47183,0.5907712315763828,ACUITY BRANDS INC,AYI,C F INDUSTRIES HOLDINGS INC,CF
20499,21244,0.5957910664656698,CONSOLIDATED EDISON INC,ED,NISOURCE INC,NI
5705,20672,0.5959159745173153,UTAH MEDICAL PRODUCTS INC,UTMD,NEWMARKET CORP,NEU
2366,11576,0.5963518137642299,AEGION CORP,AEGN,COLUMBIA BANKING SYSTEM INC,COLB
9848,31838,0.5963873019270828,LABCORP HOLDINGS INC,LH,QUEST DIAGNOSTICS INC,DGX
5169,44625,0.5993735989561162,CRACKER BARREL OLD COUNTRY STORE,CBRL,NEXSTAR MEDIA GROUP INC,NXST
29468,56141,0.6016758367238424,NORTHERN TECHNOLOGIES INTL CORP,NTIC,METROPOLITAN BANK HOLDING CORP,MCB
9193,53883,0.6053422846513681,CENTURY BANCORP INC,CNBKA,L C N B CORP,LCNB
430,54672,0.6053840813009909,A Z Z INC,AZZ,HILTON WORLDWIDE HOLDINGS INC,HLT
56027,56668,0.6089335131717312,DUPONT DE NEMOURS INC,DD,DOW INC,DOW
21308,51552,0.6103944240382879,NUCOR CORP,NUE,GREAT LAKES DREDGE & DOCK CORP,GLDD
21793,56164,0.61059730860004,UNITED AIRLINES HOLDINGS INC,UAL,NEWMARK GROUP INC,NMRK
2881,31205,0.6109439254674368,METHODE ELECTRONICS INC,MEI,MATIV HOLDINGS INC,MATV
27497,51547,0.6113534335221325,WOODWARD INC,WWD,ALLEGIANT TRAVEL CO,ALGT
5085,21179,0.6117778112597044,HOME DEPOT INC,HD,S & P GLOBAL INC,SPGI
29602,41464,0.612783532687265,RADIAN GROUP INC,RDN,SHORE BANCSHARES INC,SHBI
16347,31769,0.6146764578399614,AVANTAX INC,AVTA,N O V INC,NOV
10486,10937,0.6149763966568398,CISCO SYSTEMS INC,CSCO,IONIS PHARMACEUTICALS INC,IONS
21397,54958,0.6155889381735294,ESSENTIAL UTILITIES INC,WTRG,IRADIMED CORP,IRMD
12058,55047,0.6159840105721461,BANCFIRST CORP,BANF,ENOVA INTERNATIONAL INC,ENVA
16167,20537,0.6167166820385335,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,CROWN HOLDINGS INC,CCK
137,21798,0.6170266424410962,AMERICAN INTERNATIONAL GROUP INC,AIG,UNUM GROUP,UNM
397,56685,0.6176526495314647,ASTRONICS CORP,ATRO,CARTER BANKSHARES INC,CARE
4293,35048,0.6176913572967075,TRAVELERS COMPANIES INC,TRV,GOLDMAN SACHS GROUP INC,GS
8526,21665,0.622084595800819,WORLD KINECT CORP,WKC,STARRETT L S CO,SCX
44705,54361,0.622403290564292,COMPASS MINERALS INTL INC,CMP,EVERTEC INC,EVTC
42285,56358,0.6226902543457207,PRINCIPAL FINANCIAL GROUP INC,PFG,WYNDHAM HOTELS & RESORTS INC,WH
21935,54936,0.62408224065438,WOLVERINE WORLD WIDE INC,WWW,SYNCHRONY FINANCIAL,SYF
4905,21881,0.6252688443933061,WEYCO GROUP INC,WEYS,WALGREENS BOOTS ALLIANCE INC,WBA
20836,21658,0.6269532916269357,GORMAN RUPP CO,GRC,STANDARD MOTOR PRODUCTS INC,SMP
21132,43692,0.6290579527259098,M D U RESOURCES GROUP INC,MDU,VILLAGE BANK AND TRUST FINL CORP,VBFC
46441,53554,0.6298840150356135,AXOS FINANCIAL INC,AX,GENERAL MOTORS CO,GM
54754,55908,0.6304811697090584,GANNETT CO INC,GCI,EMERALD HOLDING INC,EEX
20902,21332,0.6320436043037896,HELMERICH & PAYNE INC,HP,ONEOK INC NEW,OKE
46694,52134,0.6324635980138431,PLUMAS BANCORP,PLBC,E S S A BANCORP INC,ESSA
216,21041,0.6352226965915405,AMGEN INC,AMGN,KELLANOVA,K
14518,30943,0.6366482380560025,EVOLUTION PETROLEUM CORP,EPM,F G GROUP HOLDINGS INC,FGH
5184,11344,0.6372560601771123,INTERDIGITAL INC,IDCC,ROPER TECHNOLOGIES INC,ROP
26113,41168,0.639062078323444,E S C O TECHNOLOGIES INC,ESE,GLOBAL PAYMENTS INC,GPN
15376,21348,0.6391122175519062,EURONET WORLDWIDE INC,EEFT,OXFORD INDUSTRIES INC,OXM
16526,55027,0.6401878238168727,MANHATTAN BRIDGE CAPITAL INC,LOAN,MIDDLEFIELD BANC CORP,MBCN
2191,30381,0.6413763595373145,H N I CORP,HNI,EAGLE MATERIALS INC,EXP
17502,21414,0.6418483252105391,B G C GROUP INC,BGC,BRINKS CO,BCO
20798,21068,0.6431088797836346,GENERAL MILLS INC,GIS,KROGER CO,KR
21365,21543,0.644740388739296,PARK AEROSPACE CORP,PKE,EDISON INTERNATIONAL,EIX
21838,53347,0.647284958574829,UNIVERSAL CORP,UVV,IRONWOOD PHARMACEUTICALS INC,IRWD
21219,50016,0.6485530117034849,MOOG INC,MOGB,LIVE NATION ENTERTAINMENT INC,LYV
9999,12669,0.651124177593978,REPUBLIC FIRST BANCORP INC,FRBK,MADDEN STEVEN LTD,SHOO
11103,55050,0.6513465375946069,PROASSURANCE CORP,PRA,GREAT WESTERN BANCORP INC,GWB
10954,54408,0.6515229865340171,HANCOCK WHITNEY CORP,HWC,CUSTOMERS BANCORP INC,CUBI
54651,55423,0.6516818985848585,FIRST BANK,FRBA,ATLANTIC CAPITAL BANCSHARES INC,ACBI
11981,56751,0.6518193504254266,UNITED BANCORP INC OH,UBCP,RED RIVER BANCSHARES INC,RRBI
12618,56367,0.6539616280223953,WVS FINANCIAL CORP,WVFC,JERASH HOLDINGS US INC,JRSH
2002,4589,0.6548039475270773,GRACO INC,GGG,TETRA TECH INC,TTEK
14393,20653,0.6558599452902061,C S G SYSTEMS INTERNATIONAL INC,CSGS,ENNIS INC,EBF
45483,55037,0.6578482288982813,ALPHABET INC,GOOG,LIBERTY BROADBAND CORP,LBRDA
5856,21185,0.6584918109977905,C V B FINANCIAL CORP,CVBF,C V S HEALTH CORP,CVS
20250,56723,0.6593001048684617,BADGER METER INC,BMI,CORTEVA INC,CTVA
7113,43861,0.6608466523099908,BRADY CORP,BRC,N V E CORP,NVEC
56584,56589,0.6613615455879343,ADVENT TECHNOLOGIES HLDGS INC,ADN,PAYA HOLDINGS INC,PAYA
55171,56357,0.6620268192738119,COUNTY BANCORP INC,ICBK,PERSPECTA INC,PRSP
20678,29231,0.6633845125167136,EXXON MOBIL CORP,XOM,HAYNES INTERNATIONAL INC,HAYN
10408,54769,0.6656987466826478,P T C INC,PTC,Q 2 HOLDINGS INC,QTWO
1177,28947,0.6657405266192149,C T O REALTY GROWTH INC NEW,CTO,NORTHRIM BANCORP INC,NRIM
37176,45475,0.6666846456261032,ON SEMICONDUCTOR CORP,ON,WESTLAKE CORP,WLK
20283,54014,0.6669456836595911,APPLIED INDUSTRIAL TECHS INC,AIT,ZURN ELKAY WATER SOLUTIONS CORP,ZWS
14927,20207,0.6674664518547093,STERICYCLE INC,SRCL,ARCHER DANIELS MIDLAND CO,ADM
21743,53050,0.6682315820127793,TEXTRON INC,TXT,JOHN BEAN TECHNOLOGIES CORP,JBT
48787,54830,0.6683526487690787,CLEAR CHANNEL OUTDOOR HLDGS NEW,CCO,SABRE CORP,SABR
8686,55284,0.6701980048768079,DONEGAL GROUP INC,DGICB,FITBIT INC,FIT
8087,20681,0.6705417832526215,T ROWE PRICE GROUP INC,TROW,F M C CORP,FMC
21664,47422,0.6708760186505732,STANLEY BLACK & DECKER INC,SWK,AMERIPRISE FINANCIAL INC,AMP
2809,21259,0.6712658095314307,GENCOR INDUSTRIES INC,GENC,NATIONAL PRESTO INDS INC,NPK
11238,20284,0.6720674832497826,SANFILIPPO JOHN B & SON,JBSS,BECTON DICKINSON & CO,BDX
6606,21161,0.6736014507447265,HUNT J B TRANSPORT SERVICES INC,JBHT,MASCO CORP,MAS
20569,54938,0.6768732443760883,DELTA AIR LINES INC,DAL,TOWNSQUARE MEDIA INC,TSQ
20421,51196,0.6795588886381402,LUMEN TECHOLOGIES INC,LUMN,WESTERN UNION CO,WU
12194,54703,0.6796591389945393,GENTHERM INC,THRM,ELEMENT SOLUTIONS INC,ESI
1467,3048,0.6834830829601118,ECOLAB INC,ECL,MIDDLESEX WATER CO,MSEX
4879,32009,0.6838814618385535,WESTERN DIGITAL CORP,WDC,RALPH LAUREN CORP,RL
20238,51308,0.6843062929060737,AVERY DENNISON CORP,AVY,EXLSERVICE HOLDINGS INC,EXLS
24025,41259,0.6847552880027086,N P K INTERNATIONAL INC,NPKI,OIL STATES INTERNATIONAL INC,OIS
20523,46287,0.6861271269544351,CORNING INC,GLW,UNIVERSAL LOGISTICS HOLDINGS INC,ULH
42997,56331,0.6873413898746638,JETBLUE AIRWAYS CORP,JBLU,BUSINESS FIRST BANCSHARES INC,BFST
20807,42402,0.689246398504157,GENUINE PARTS CO,GPC,ADVANCE AUTO PARTS INC,AAP
52705,53456,0.6898632443109516,VMWARE INC,VMW,B W X TECHNOLOGIES INC,BWXT
21753,52867,0.6922190669423038,TIFFANY & CO NEW,TIF,RUBICON TECHNOLOGY INC,RBCN
21737,37727,0.6981130720043192,TEXAS INSTRUMENTS INC,TXN,INTUITIVE SURGICAL INC,ISRG
15841,54041,0.7014302992527308,GEOSPACE TECHNOLOGIES CORP,GEOS,M R C GLOBAL INC,MRC
7976,55851,0.702577751036745,J & J SNACK FOODS CORP,JJSF,H V BANCORP INC,HVBC
42114,54157,0.7031206060535938,PREFORMED LINE PRODUCTS CO,PLPC,GLOBUS MEDICAL INC,GMED
42265,55481,0.7043203756141492,CROSS COUNTRY HEALTHCARE INC,CCRN,FIRST GUARANTY BANCSHARES INC,FGBI
21913,31689,0.7043246645934896,WESTROCK CO,WRK,F B L FINANCIAL GROUP INC,FFG
20017,21880,0.7051032615394179,ABBOTT LABORATORIES,ABT,WALMART INC,WMT
3781,11865,0.7059306547432478,RAVEN INDUSTRIES INC,RAVN,SEACOR HOLDINGS INC,CKH
32158,36364,0.7060643320855822,METTLER TOLEDO INTERNATIONAL INC,MTD,AGILENT TECHNOLOGIES INC,A
9764,44695,0.7073532060913366,M G M RESORTS INTERNATIONAL,MGM,TRAVELZOO,TZOO
7267,55716,0.7080932642931131,UNITEDHEALTH GROUP INC,UNH,YUM CHINA HOLDINGS INC,YUMC
26087,50609,0.708995428330881,BENCHMARK ELECTRONICS INC,BHE,GENERAL FINANCE CORP,GFN
10419,20805,0.7094383837797008,G III APPAREL GROUP INC,GIII,GENESCO INC,GCO
42784,52978,0.7097169805804202,MANTECH INTERNATIONAL CORP,MANT,PHILIP MORRIS INTERNATIONAL INC,PM
10288,10724,0.7157076224343325,NEOGEN CORP,NEOG,EXPONENT INC,EXPO
53198,56050,0.7168084154358686,CUMBERLAND PHARMACEUTICALS INC,CPIX,OPIANT PHARMACEUTICALS INC,OPNT
14161,15434,0.7180852682942149,INTEVAC INC,IVAC,CHENIERE ENERGY INC,LNG
29067,54013,0.7194689253189874,M G I C INVESTMENT CORP WIS,MTG,REGIONAL MANAGEMENT CORP,RM
678,46890,0.7214630930466264,MASTEC INC,MTZ,WESTERN ALLIANCE BANCORPORATION,WAL
11980,21256,0.7231366844120969,NATHANS FAMOUS INC NEW,NATH,NATIONAL HEALTHCARE CORP,NHC
13617,32174,0.7241951807935976,NATIONAL INSTRUMENTS CORP,NATI,INGREDION INC,INGR
21372,42549,0.725354482847443,AMERICAN FINANCIAL GROUP INC NEW,AFG,UNION BANKSHARES INC,UNB
30388,44892,0.7272716888175872,LEAR CORP,LEA,HILLTOP HOLDINGS INC,HTH
52993,54933,0.727940182742301,INTREPID POTASH INC,IPI,PAR PACIFIC HOLDINGS INC,PARR
10877,53941,0.7280728476060103,ION GEOPHYSICAL CORP,IO,VITAL ENERGY INC,VTLE
21866,50199,0.7291020862789139,PARAMOUNT GLOBAL,PARA,H & E EQUIPMENT SERVICES INC,HEES
9370,21698,0.7314548802258647,CONMED CORP,CNMD,SYSCO CORP,SYY
38406,56280,0.7314855034938474,BRUKER CORP,BRKR,VICTORY CAPITAL HOLDINGS INC,VCTR
50202,53667,0.7330428531450807,MAGYAR BANCORP INC,MGYR,KINDER MORGAN INC,KMI
30260,54426,0.7343913259080881,MARTIN MARIETTA MATERIALS INC,MLM,C D W CORP NEW,CDW
43249,52391,0.7361787960973614,BIODELIVERY SCIENCES INTL INC,BDSI,TIPTREE INC,TIPT
34702,44712,0.7377573242683042,SEALED AIR CORP NEW,SEE,KRONOS WORLDWIDE INC,KRO
7999,56912,0.7390850644633884,HANGER INC,HNGR,H B T FINANCIAL INC,HBT
20841,44717,0.7408068753596169,GRAINGER W W INC,GWW,NELNET INC,NNI
5703,55400,0.741969856410391,NEXTGEN HEALTHCARE INC,NXGN,S P X FLOW INC,FLOW
21349,54303,0.7419974908891778,PULTE GROUP INC,PHM,TRI POINTE HOMES INC,TPH
16066,20312,0.7424085742531227,C R A INTERNATIONAL INC,CRAI,MANPOWERGROUP,MAN
37666,44994,0.743021215432375,DELTA APPAREL INC,DLA,CUTERA INC,CUTR
20592,20608,0.7447821393305178,DOMINION ENERGY INC,D,DUKE ENERGY CORP NEW,DUK
20887,51426,0.7450855438287873,HASBRO INC,HAS,K B R INC,KBR
3642,54550,0.7471947750887749,POWELL INDUSTRIES INC,POWL,BENEFITFOCUS INC,BNFT
41813,53697,0.7482818043356942,NATUS MEDICAL INC,NTUS,HUNTINGTON INGALLS INDS INC,HII
44721,55406,0.749373012198064,PIPER SANDLER COMPANIES,PIPR,WILLSCOT HOLDINGS CORP,WSC
30886,56875,0.7527826635457584,DARDEN RESTAURANTS INC,DRI,ENVISTA HOLDINGS CORP,NVST
544,21457,0.7528789338751355,BERKLEY W R CORP,WRB,T X N M ENERGY INC,TXNM
14633,55170,0.7544635643300239,PREMIER FINANCIAL BANCORP INC,PFBI,FIRST NORTHWEST BANCORP,FNWB
7557,20344,0.7547474869490248,L C I INDUSTRIES,LCII,BRUNSWICK CORP,BC
14568,21625,0.7550170124212462,TUCOWS INC,TCX,SMITH A O CORP,AOS
45192,54147,0.7562905317323827,ANGIODYNAMICS INC,ANGO,F S BANCORP INC,FSBW
55313,55549,0.7566348545530355,LANTHEUS HOLDINGS INC,LNTH,SECUREWORKS CORP,SCWX
52991,55889,0.7569856805412898,GRAN TIERRA ENERGY INC,GTE,U S WELL SERVICES INC,USWS
21367,30070,0.7595912368980242,PARKER HANNIFIN CORP,PH,EASTMAN CHEMICAL CO,EMN
3500,20363,0.7597642799406487,PURE CYCLE CORP,PCYO,C N A FINANCIAL CORP,CNA
5342,54939,0.7610435351750152,INDEPENDENCE HOLDING CO NEW,IHC,TRIBUNE PUBLISHING CO,TPCO
3624,21300,0.7610933261057133,BROWN & BROWN INC,BRO,X C E L ENERGY INC,XEL
44726,45555,0.7633397743789707,TEMPUR SEALY INTERNATIONAL INC,TPX,BEACON ROOFING SUPPLY INC,BECN
33,13943,0.7640401145047999,MOLSON COORS BEVERAGE CO,TAP,INTEGRA LIFESCIENCES HLDNGS CORP,IART
2767,54719,0.7660200577143211,MANITOWOC CO INC,MTW,BLUE BIRD CORP,BLBD
53696,56788,0.7676741547124062,H C A HEALTHCARE INC,HCA,CHANGE HEALTHCARE INC,CHNG
13876,55157,0.7699312352955695,G S E SYSTEMS INC,GVP,PATRIOT TRANSPORT HLDG INC NEW,PATI
7684,12539,0.7732538949522932,ROSS STORES INC,ROST,ITRON INC,ITRI
37177,54149,0.7760214789591942,OLD POINT FINL CORP,OPOF,HOWARD BANCORP INC,HBMD
34765,47179,0.7768818379104425,FEDERATED HERMES INC,FHI,A C C O BRANDS CORP,ACCO
2551,11092,0.7771806897893891,K L A CORP,KLAC,ZEBRA TECHNOLOGIES CORP,ZBRA
10303,31661,0.7778359066123481,ELECTRONIC ARTS INC,EA,FACTSET RESEARCH SYSTEMS INC,FDS
21230,21640,0.77977952614674,MOTOROLA SOLUTIONS INC,MSI,SOUTHERN CO,SO
43631,55844,0.7809946117985088,NATURAL GAS SERVICES GROUP INC,NGS,R E V GROUP INC,REVG
15751,56802,0.7826960855101524,NATIONAL RESEARCH CORP,NRC,ASSETMARK FINANCIAL HOLDINGS INC,AMK
16466,52885,0.7837056930928887,EXTREME NETWORKS INC,EXTR,ORION GROUP HOLDINGS INC,ORN
11018,12557,0.7851650393510365,DINE BRANDS GLOBAL INC,DIN,CENTURY CASINOS INC,CNTY
10416,13662,0.7852804760185025,PERMA PIPE INTL HOLDINGS INC,PPIH,GUARANTY FEDERAL BANCSHARES INC,GFED
12038,55890,0.7859568723473398,STOCK YARDS BANCORP INC,SYBT,N I HOLDINGS INC,NODK
10323,29780,0.7873047109164858,DIGI INTERNATIONAL INC,DGII,ETHAN ALLEN INTERIORS INC,ETD
53610,56626,0.7891909636459121,CORPAY INC,CPAY,1895 BANCORP OF WI INC NEW,BCOW
53305,54601,0.7918173619275646,PILGRIMS PRIDE CORP NEW,PPC,AERIE PHARMACEUTICALS INC,AERI
7065,7317,0.7996417340195972,MICRON TECHNOLOGY INC,MU,ONTO INNOVATION INC,ONTO
20495,55296,0.8004621053401788,CONAGRA BRANDS INC,CAG,KRAFT HEINZ CO,KHC
25260,45270,0.8016902660395668,LEVI STRAUSS & CO,LEVI,C B R E GROUP INC,CBRE
21366,56251,0.803322636300412,PIONEER NATURAL RESOURCES CO,PXD,CACTUS INC,WHD
21011,53896,0.8037623095393499,JACOBS SOLUTIONS INC,J,XYLEM INC,XYL
20309,21587,0.8055791825817515,BLOCK H & R INC,HRB,SEABOARD CORP,SEB
21854,53836,0.8093633043324406,VALHI INC NEW,VHI,SUNCOKE ENERGY INC,SXC
3091,56095,0.8100941246099735,INTERGROUP CORP,INTG,F F B W INC MD,FFBW
5925,50860,0.8101417492574351,INTERFACE INC,TILE,HILL INTERNATIONAL INC,HIL
14494,16640,0.8118000935314335,K V H INDUSTRIES INC,KVHI,GREENE COUNTY BANCORP INC,GCBC
15490,54827,0.8118617941089925,PATHFINDER BANCORP INC MD,PBHC,PEOPLES FINANCIAL SERVICES CORP,PFIS
11862,52887,0.8128410934301826,UNIVERSAL INSURANCE HOLDINGS INC,UVE,ECHOSTAR CORP,SATS
4181,11600,0.8141098751363038,SOUTHWEST AIRLINES CO,LUV,STRATUS PROPERTIES INC,STRS
53234,56347,0.8154788234913523,MISTRAS GROUP INC,MG,CHAMPIONX CORP,CHX
31979,44998,0.8177919022118373,KNOLL INC,KNL,MARCHEX INC,MCHX
20733,56395,0.8188068150066958,FLANIGANS ENTERPRISES INC,BDL,BRIGHTVIEW HOLDINGS INC,BV
23285,56487,0.820346730216423,KAISER ALUMINUM CORP,KALU,AMERANT BANCORP INC,AMTB
18455,27456,0.8205038191695171,SILICON LABORATORIES INC,SLAB,CHASE CORP,CCF
392,45886,0.8251823576504984,ATRION CORP,ATRI,SPOK HOLDINGS INC,SPOK
16037,53116,0.8252993534635156,COLONY BANKCORP INC,CBAN,OAK VALLEY BANCORP,OVLY
12706,20357,0.8288216991714579,U F P TECHNOLOGIES INC,UFPT,CIGNA GROUP,CI
21394,36952,0.8298643817407603,PFIZER INC,PFE,EDWARDS LIFESCIENCES CORP,EW
2801,20950,0.830548177023642,MCCORMICK & CO INC,MKC,HUMANA INC,HUM
15152,55349,0.8309145117285062,COMMUNITY WEST BANCSHARES,CWBC,RELIANT BANCORP INC,RBNC
28924,54020,0.8324095450974318,COVANTA HOLDING CORP,CVA,YELP INC,YELP
4643,11480,0.8344846483667572,UNITED FIRE GROUP INC,UFCS,S & T BANCORP INC,STBA
59,12933,0.8379942756307948,ADAMS RESOURCES & ENERGY INC,AE,SCANSOURCE INC,SCSC
1100,15993,0.8406478095226528,CRAWFORD & CO,CRD,NORWOOD FINANCIAL CORP,NWFL
10743,15267,0.8418840400021294,PARK NATIONAL CORP,PRK,HELIOS TECHNOLOGIES INC,HLIO
53097,56827,0.8419094624985572,FIRST SAVINGS FINANCIAL GRP INC,FSFG,FIRST SEACOAST BANCORP INC,FSEA
21189,45203,0.8446435177260259,MEREDITH CORP,MDP,S P PLUS CORP,SP
10996,21097,0.8465653842077563,A E S CORP,AES,JEFFERIES FINANCIAL GROUP INC,JEF
46874,53293,0.8472805727103869,DESIGNER BRANDS INC,DBI,ZAGG INC,ZAGG
11691,52968,0.8476897632798149,FIRST UNITED CORP,FUNC,HERITAGE CRYSTAL CLEAN INC,HCCI
9457,34684,0.8483637044100591,HERON THERAPEUTICS INC,HRTX,GRACE W R & CO DEL NEW,GRA
