permco_1,permco_2,ssd,comnam_1,ticker_1,naics_1,comnam_2,ticker_2,naics_2
14098,43613,0.47098940135737466,SCHEIN HENRY INC,HSIC,423450,COMCAST CORP NEW,CMCSA,516210
11709,21718,0.47407327124332527,LITTELFUSE INC,LFUS,335313,TEJON RANCH CO,TRC,111335
36336,59693,0.47442098160210955,BLACKROCK INC NEW,BLK,523940,CENTRAL PLAINS BANCSHARES INC,CPBI,551111
21698,44726,0.47573749352931693,SYSCO CORP,SYY,424490,TEMPUR SEALY INTERNATIONAL INC,TPX,337126
15890,21669,0.4764365929801616,POWER INTEGRATIONS INC,POWI,334413,STEPAN CO,SCL,325211
16526,56990,0.47740595109642214,MANHATTAN BRIDGE CAPITAL INC,LOAN,522310,VELOCITY FINANCIAL INC,VEL,541611
7094,21949,0.4775331096032153,GALLAGHER ARTHUR J & CO,AJG,524210,T J X COMPANIES INC NEW,TJX,458110
10107,34702,0.47760471141132277,BIO TECHNE CORP,TECH,325414,SEALED AIR CORP NEW,SEE,325211
20868,21236,0.4780385185440843,HALLIBURTON CO,HAL,213112,MURPHY OIL CORP,MUR,211120
12197,21541,0.4780848001511093,BARRETT BUSINESS SERVICES INC,BBSI,561311,RYDER SYSTEMS INC,R,532120
11270,44696,0.47820366175865975,P H X MINERALS INC,PHX,213111,GLOBAL INDEMNITY GROUP LLC,GBLI,524126
1940,12086,0.4811185158864001,ARROW FINANCIAL CORP,AROW,522110,TRICO BANCSHARES,TCBK,522110
21923,53667,0.4841864533858453,WILLIAMS COS,WMB,486210,KINDER MORGAN INC,KMI,221210
52247,53610,0.4857470043324667,A E C O M,ACM,541330,CORPAY INC,CPAY,561499
20791,51426,0.4878236072217763,GENERAL DYNAMICS CORP,GD,336411,K B R INC,KBR,237990
2572,59464,0.4880409291371769,KORN FERRY,KFY,561311,VITESSE ENERGY INC,VTS,211120
29936,41257,0.48910100924836664,BORGWARNER INC,BWA,336390,MARINE PRODUCTS CORP,MPX,336612
1261,26113,0.49334310162790895,COMERICA INC,CMA,522110,E S C O TECHNOLOGIES INC,ESE,334290
45716,56557,0.4933963339624161,HURON CONSULTING GROUP INC,HURN,541611,BANK FIRST CORP,BFC,522110
7459,30513,0.4937266369928409,L S I INDUSTRIES INC,LYTS,335139,CAPITAL ONE FINANCIAL CORP,COF,522110
14049,51792,0.493971238228926,RCI HOSPITALITY HOLDINGS INC,RICK,722410,INFORMATION SERVICES GROUP INC,III,541611
1418,7113,0.4945176859397317,DUCOMMUN INC DE,DCO,336413,BRADY CORP,BRC,339950
55036,56103,0.49726321481662283,C B FINANCIAL SERVICES INC,CBFV,522110,PONCE FINANCIAL GROUP INC,PDLB,522180
1367,20288,0.49804236464285156,OMNICOM GROUP INC,OMC,541810,VERIZON COMMUNICATIONS INC,VZ,517121
41860,58165,0.49830023000696294,KINGSWAY FINANCIAL SERVICES INC,KFS,524126,WILLIAM PENN BANCORPORATION,WMPN,551112
14393,54563,0.498956302569814,C S G SYSTEMS INTERNATIONAL INC,CSGS,518210,PREMIER INC,PINC,561110
16029,55775,0.5026305964329496,COLUMBIA SPORTSWEAR CO,COLM,315250,ACUSHNET HOLDINGS CORP,GOLF,339920
14705,20331,0.5030110049721424,RUSH ENTERPRISES INC,RUSHB,441330,BRISTOL MYERS SQUIBB CO,BMY,325412
15434,20253,0.5035513300624048,CHENIERE ENERGY INC,LNG,221210,BAKER HUGHES CO,BKR,561110
54377,55085,0.5046097815511946,INDEPENDENT BANK GROUP INC,IBTX,522110,VERITEX HOLDINGS INC,VBTX,551111
21881,56171,0.5050643317978065,WALGREENS BOOTS ALLIANCE INC,WBA,456110,DOLPHIN ENTERTAINMENT INC,DLPN,541810
11542,55297,0.5058704990448364,U S PHYSICAL THERAPY INC,USPH,621399,ALARM COM HOLDINGS INC,ALRM,561621
20616,21303,0.5083904233027915,REVVITY INC,RVTY,334510,NORTHROP GRUMMAN CORP,NOC,334511
55370,55754,0.5093264393969459,RAPID7 INC,RPD,513210,EVERSPIN TECHNOLOGIES INC,MRAM,334413
9550,57098,0.5094866518769188,ALBANY INTERNATIONAL CORP NEW,AIN,313210,ALBERTSONS COMPANIES INC,ACI,445110
12949,21224,0.5111443703216723,STONEX GROUP INC,SNEX,523940,MORGAN STANLEY DEAN WITTER & CO,MS,523150
16581,20435,0.5119709109352542,GREAT ELM GROUP INC,GEG,423450,CHEMED CORP NEW,CHE,523910
44995,56094,0.5152367376423501,COMMUNITY WEST BANCSHARES NEW,CWBC,522110,FIDELITY D & D BANCORP INC,FDBC,522110
10504,20384,0.5193938615011704,HOLOGIC INC,HOLX,334510,CAMPBELLS CO,CPB,311412
55095,57156,0.520216845099941,NEVRO CORP,NVRO,339112,MARKETWISE INC,MKTW,513210
20643,58209,0.5220276241009676,EMERSON ELECTRIC CO,EMR,332911,KARAT PACKAGING INC,KRT,323111
8179,8879,0.5233673525922266,INDEPENDENT BANK CORP MA,INDB,522110,FIRST LONG ISLAND CORP,FLIC,522110
29870,54666,0.523454926438474,ALLSTATE CORP,ALL,524126,ARAMARK,ARMK,523910
20566,55033,0.5236885894267194,DEERE & CO,DE,333111,KEYSIGHT TECHNOLOGIES INC,KEYS,334513
3160,11713,0.5237510946205658,NORDSON CORP,NDSN,333912,ASGN INC,ASGN,541611
15025,53113,0.5248714130053783,BJS RESTAURANTS INC,BJRI,722511,VIRTUS INVESTMENT PARTNERS INC,VRTS,523940
20312,45993,0.526767032654591,MANPOWERGROUP,MAN,561320,AMES NATL CORP,ATLO,522110
90,30913,0.5275272458247624,AMERICAN EXPRESS CO,AXP,522291,WABTEC CORP,WAB,336510
32054,45886,0.528172967283376,AMETEK INC NEW,AME,334513,SPOK HOLDINGS INC,SPOK,517112
9576,54037,0.5282940271155967,JOHNSON OUTDOORS INC,JOUT,339920,FORUM ENERGY TECHNOLOGIES INC,FET,333132
7784,35205,0.5287480616826741,CADENCE BANK,CADE,522110,MERCANTILE BANK CORP,MBWM,522110
469,16368,0.5304586807020497,ROBERT HALF INC,RHI,561320,GOLDEN ENTERTAINMENT INC,GDEN,711219
53116,56400,0.5331653510629809,OAK VALLEY BANCORP,OVLY,522110,HIREQUEST INC,HQI,561311
11706,16454,0.5357063931585101,CHEESECAKE FACTORY INC,CAKE,722511,BOOKING HOLDINGS INC,BKNG,561510
21900,42915,0.5367272311579345,WEIS MARKETS INC,WMK,445110,ASBURY AUTOMOTIVE GROUP INC,ABG,441110
21294,57529,0.5373289274853043,NORFOLK SOUTHERN CORP,NSC,488510,VIATRIS INC,VTRS,325412
54147,56685,0.5402220560864621,F S BANCORP INC,FSBW,522180,CARTER BANKSHARES INC,CARE,522110
20436,56352,0.5411284306074664,JPMORGAN CHASE & CO,JPM,522110,EQUITABLE HOLDINGS INC,EQH,524210
15678,20964,0.5422108956036487,PRICESMART INC,PSMT,455219,I T T INC,ITT,333996
53628,56334,0.542222840186021,HOME FEDERAL BANCORP INC LA,HFBL,522180,COLUMBIA FINANCIAL INC,CLBK,551111
17669,41007,0.5424893724624189,BANK OF MARIN BANCORP,BMRC,522110,PEAPACK GLADSTONE FINANCIAL CORP,PGC,522110
7765,20902,0.5433659203328526,OSHKOSH CORP,OSK,336110,HELMERICH & PAYNE INC,HP,213111
12933,20698,0.5458192901531367,SCANSOURCE INC,SCSC,423430,FEDERAL SIGNAL CORP,FSS,336110
30474,55585,0.5468478673171707,RELIANCE INC,RS,423510,FORTIVE CORP,FTV,334513
57447,58000,0.5476025494565051,HILLMAN SOLUTIONS CORP,HLMN,523910,HAYWARD HOLDINGS INC,HAYW,333310
32174,51635,0.551460669477519,INGREDION INC,INGR,311221,EMPLOYERS HOLDINGS INC,EIG,524210
30020,53622,0.5536352375266449,U HAUL HOLDING CO,UHAL,551112,WALKER & DUNLOP INC,WD,531210
10512,20610,0.5540594190632522,MERIT MEDICAL SYSTEMS INC,MMSI,339112,MOODYS CORP,MCO,561450
5849,8596,0.5549243205346286,MR COOPER GROUP INC,COOP,522292,ENCOMPASS HEALTH CORP,EHC,622310
43791,54336,0.5567219841847976,C M E GROUP INC,CME,523210,ARTISAN PARTNERS ASSET MGMT INC,APAM,523940
14845,27626,0.557826960690577,USANA HEALTH SCIENCES INC,USNA,325411,MOVADO GROUP INC,MOV,334519
44497,54772,0.5579807932956,L K Q CORP,LKQ,423930,TRINET GROUP INC,TNET,561499
282,21737,0.5587606767011116,ANALOG DEVICES INC,ADI,334413,TEXAS INSTRUMENTS INC,TXN,334413
41062,50979,0.5588031023250337,RESOURCES CONNECTION INC,RGP,541611,SUMMIT STATE BANK,SSBI,522110
29805,54672,0.5598881582450472,APTARGROUP INC,ATR,326199,HILTON WORLDWIDE HOLDINGS INC,HLT,721110
34941,54444,0.5600235153445883,NETWORK 1 TECHNOLOGIES INC,NTIP,533110,COTY INC,COTY,325620
15436,55292,0.5620661988986004,TAKE TWO INTERACTIVE SOFTWR INC,TTWO,541511,ENERGIZER HOLDINGS INC NEW,ENR,335910
34964,55035,0.5630564675827829,AMERICAN AXLE & MFG HLGDS INC,AXL,336390,KIMBALL ELECTRONICS INC,KE,336320
21280,45728,0.5633854733066213,NEW YORK TIMES CO,NYT,513110,THERAVANCE INC,INVA,325412
52847,54048,0.5688565550452953,SANDRIDGE ENERGY INC,SD,211120,PHILLIPS 66,PSX,324110
4342,55962,0.573077949617611,SOUTHWEST GAS HOLDINGS INC,SWX,213112,MAGNOLIA OIL & GAS CORP,MGY,525910
42114,55078,0.5760862758205766,PREFORMED LINE PRODUCTS CO,PLPC,335932,INSPIRED ENTERTAINMENT INC,INSE,711510
2801,4620,0.5763265447033421,MCCORMICK & CO INC,MKC,311999,TYSON FOODS INC,TSN,311615
8237,21599,0.5772809295534378,BALCHEM CORP,BCPC,325199,SERVICE CORP INTERNATIONAL,SCI,812210
49991,52863,0.5774084059637548,B C B BANCORP INC,BCBP,522180,NORTHFIELD BANCORP INC DE,NFBK,522180
21609,55158,0.5816310875022308,SHERWIN WILLIAMS CO,SHW,325510,BOX INC,BOX,513210
20537,45417,0.582338481280331,CROWN HOLDINGS INC,CCK,332431,BLACKBAUD INC,BLKB,513210
12553,31780,0.582515552779168,U F P INDUSTRIES INC,UFPI,321113,PENSKE AUTOMOTIVE GROUP INC,PAG,441110
6606,9677,0.5839908982845476,HUNT J B TRANSPORT SERVICES INC,JBHT,488510,INTERPARFUMS INC,IPAR,325620
16561,51445,0.5842952816551243,F 5 INC,FFIV,541512,CITIZENS CMNTY BANCORP INC MD,CZWI,522110
14518,55089,0.5851916385541517,EVOLUTION PETROLEUM CORP,EPM,211120,CALIFORNIA RESOURCES CORP,CRC,211120
54837,56687,0.5853159583553486,ARES MANAGEMENT CORP,ARES,523940,TRADEWEB MARKETS INC,TW,523150
1103,13650,0.5854009302152554,CHURCH & DWIGHT INC,CHD,325611,CENCORA INC,COR,424210
48766,55428,0.5879069855902597,AMERISAFE INC,AMSF,524126,PERFORMANCE FOOD GROUP CO,PFGC,424410
55549,56346,0.5899342728488381,SECUREWORKS CORP,SCWX,541511,SMARTSHEET INC,SMAR,449210
9616,20898,0.590871273185271,CLEAN HARBORS INC,CLH,562219,HEICO CORP NEW,HEI,336412
14905,21425,0.5926153494159505,OPTION CARE HEALTH INC,OPCH,621610,POLARIS INC,PII,336999
16065,20990,0.5928575198543815,MANHATTAN ASSOCIATES INC,MANH,722511,INTERNATIONAL BUSINESS MACHS COR,IBM,334111
15596,56487,0.5952422359991278,BANK O Z K,OZK,522110,AMERANT BANCORP INC,AMTB,522110
8228,41159,0.595857409962318,TOMPKINS FINANCIAL CORP,TMP,522110,HANMI FINANCIAL CORP,HAFC,522110
2191,54368,0.6012812731420815,H N I CORP,HNI,337211,TAYLOR MORRISON HOME CORP,TMHC,236115
20881,54401,0.6030442231589161,HARLEY DAVIDSON INC,HOG,336991,IQVIA HOLDINGS INC,IQV,541715
12346,26048,0.6049551176313576,FULL HOUSE RESORTS INC,FLL,721110,ST JOE CO,JOE,531210
4162,20851,0.6052125310027974,SNAP ON INC,SNA,444140,VIAD CORP,VVI,561499
54438,55368,0.6056428050870921,SILVERCREST ASSET MNGMNT GRP INC,SAMG,523991,PROVIDENT BANCORP INC MD,PVBC,522110
26503,42285,0.6065399673790588,R G C RESOURCES INC,RGCO,221210,PRINCIPAL FINANCIAL GROUP INC,PFG,524114
4293,4298,0.6072329908823433,TRAVELERS COMPANIES INC,TRV,524126,STRYKER CORP,SYK,339112
14442,47422,0.6095091239892,I D T CORP,IDT,517121,AMERIPRISE FINANCIAL INC,AMP,561499
781,16402,0.6103928843095253,SYNOVUS FINANCIAL CORP,SNV,522110,EAST WEST BANCORP INC,EWBC,522110
53976,55898,0.6125374318552884,BANK OF JAMES FINL GROUP INC,BOTJ,522110,SCHNEIDER NATIONAL INC,SNDR,484121
32132,37138,0.6135969100958639,CHOICE HOTELS INTERNATIONAL INC,CHH,721110,METLIFE INC,MET,524113
1467,20473,0.6147227518542386,ECOLAB INC,ECL,325611,COLGATE PALMOLIVE CO,CL,325620
8598,21798,0.6167446846151289,FISERV INC,FI,518210,UNUM GROUP,UNM,524114
12926,53266,0.6185589456500374,COPART INC,CPRT,423110,HYATT HOTELS CORP,H,721110
9239,14751,0.6190548556599724,WASHINGTON TRUST BANCORP INC,WASH,522110,CONNECTONE BANCORP INC NEW,CNOB,522110
12530,20922,0.6219111325006637,PATTERSON U T I ENERGY INC,PTEN,213111,H F SINCLAIR CORP,DINO,424720
20672,59122,0.6252981186888118,NEWMARKET CORP,NEU,325199,C F S B BANCORP INC,CFSB,522180
44168,54014,0.6253301890419722,CAVCO INDUSTRIES INC DEL,CVCO,321991,ZURN ELKAY WATER SOLUTIONS CORP,ZWS,332911
16457,59268,0.6265428402988779,CAPITOL FEDERAL FINANCIAL INC,CFFN,522180,JOHN MARSHALL BANCORP INC,JMSB,522110
20782,56358,0.6298603832455667,TEGNA INC,TGNA,513110,WYNDHAM HOTELS & RESORTS INC,WH,721110
4516,13938,0.6300091056054986,TORO CO,TTC,333112,KFORCE INC,KFRC,561320
57458,58844,0.6307718468439032,REVELATION BIOSCIENCES INC,REVB,523910,TRUGOLF HOLDINGS INC,TRUG,523910
14427,53883,0.6321169589662212,HUB GROUP INC,HUBG,488510,L C N B CORP,LCNB,522110
20733,36954,0.6344585320269891,FLANIGANS ENTERPRISES INC,BDL,722511,EDGEWELL PERSONAL CARE CO,EPC,325620
6304,21219,0.6352010094503822,CINTAS CORP,CTAS,315250,MOOG INC,MOG,334511
53697,54426,0.6353316424146,HUNTINGTON INGALLS INDS INC,HII,336611,C D W CORP NEW,CDW,541511
6407,56007,0.6361647514593518,FRANKLIN RESOURCES INC,BEN,523940,CONCRETE PUMPING HOLDINGS INC,BBCP,424120
20841,53383,0.6361867802618939,GRAINGER W W INC,GWW,423840,PRIMERICA INC,PRI,524113
3500,41564,0.6362796204723381,PURE CYCLE CORP,PCYO,221310,UNITED SECURITY BANKSHARES,UBFO,522110
21095,54303,0.6362883991788812,LENNAR CORP,LEN,236117,TRI POINTE HOMES INC,TPH,236116
59277,59559,0.6377841836098994,ASPEN TECHNOLOGY INC NEW,AZPN,541511,KENVUE INC,KVUE,325620
13114,55982,0.6378123908159046,SIMPSON MANUFACTURING CO INC,SSD,541330,BOSTON OMAHA CORP,BOC,531210
3914,21543,0.6381468464297284,ROYAL GOLD INC,RGLD,213112,EDISON INTERNATIONAL,EIX,221118
55807,57218,0.6389204402268539,PARK HOTELS & RESORTS INC,PK,721110,C C C INTEL SOLUTIONS HLDGS INC,CCCS,523910
55806,56441,0.6401047749214701,HILTON GRAND VACATIONS INC,HGV,721110,TENABLE HOLDINGS INC,TENB,513210
13539,54209,0.6425310025324606,AZENTA INC,AZTA,333248,SHUTTERSTOCK INC,SSTK,518210
55888,58322,0.6426246868134068,KINETIK HOLDINGS INC,KNTK,213112,D T MIDSTREAM INC,DTM,486210
51321,55062,0.6438513315524277,ARMSTRONG WORLD INDS INC NEW,AWI,335132,BRIGHTSPHERE INVESTMENT GRP INC,BSIG,551111
21398,52978,0.6454114500285987,ALTRIA GROUP INC,MO,312230,PHILIP MORRIS INTERNATIONAL INC,PM,312230
10359,56473,0.6468128035953453,LATTICE SEMICONDUCTOR CORP,LSCC,334413,SONOS INC,SONO,334310
11018,58073,0.6469633600953602,DINE BRANDS GLOBAL INC,DIN,722511,OPAL FUELS INC,OPAL,523910
11857,55527,0.6490587708388054,S M ENERGY CO,SM,211120,PERMIAN RESOURCES CORP,PR,323111
9424,13302,0.6491382672444075,DENTSPLY SIRONA INC,XRAY,339114,WILLAMETTE VALLEY VINYDS INC,WVVI,312130
8185,54077,0.6526602578925773,D L H HOLDINGS CORP,DLHC,561320,TILLYS INC,TLYS,458110
10256,55224,0.6530901731781975,COGNEX CORP,CGNX,334513,BLUEPRINT MEDICINES CORP,BPMC,325412
30070,44272,0.6531394152229176,EASTMAN CHEMICAL CO,EMN,325199,GRAPHIC PACKAGING HOLDING CO,GPK,322130
53187,53624,0.6544488754130462,TERRITORIAL BANCORP INC,TBNK,522180,A C N B CORP,ACNB,522110
20834,55290,0.6544733859202263,GOODYEAR TIRE & RUBBER CO,GT,326211,CHEMOURS CO,CC,325998
21794,43159,0.6561372886477923,U G I CORP NEW,UGI,221210,ENPRO INC,NPO,339991
20204,31890,0.6563724179776416,A P A CORP,APA,211120,INSPERITY INC,NSP,541611
27849,45380,0.6573510104143827,CHURCHILL DOWNS INC,CHDN,711212,ENERSYS,ENS,335910
4604,30388,0.6598273795033424,TWIN DISC INC,TWIN,333613,LEAR CORP,LEA,336390
11403,12561,0.6602250779088472,N B T BANCORP INC,NBTB,522110,OLD SECOND BANCORP INC,OSBC,522110
32164,47216,0.6604138614785675,SONIC AUTOMOTIVE INC,SAH,441110,R B C BEARINGS INC,RBC,332991
56550,56834,0.6612723583251131,SOLARWINDS CORP,SWI,513210,RICHMOND MUTUAL BANCORP INC,RMBI,522110
12541,55406,0.6619322408505001,GIBRALTAR INDUSTRIES INC,ROCK,331110,WILLSCOT HOLDINGS CORP,WSC,532120
1513,21259,0.662195633546905,ELECTRO SENSORS INC,ELSE,334513,NATIONAL PRESTO INDS INC,NPK,313210
30886,47183,0.6632069429736374,DARDEN RESTAURANTS INC,DRI,722511,C F INDUSTRIES HOLDINGS INC,CF,325311
20642,21835,0.6633097393975627,MERITAGE HOMES CORP,MTH,236115,UNITIL CORP,UTL,221118
20239,56027,0.6637940737309209,AVNET INC,AVT,423690,DUPONT DE NEMOURS INC,DD,325211
14382,31769,0.6648027473595022,ANDERSONS INC,ANDE,115114,N O V INC,NOV,333996
20222,21188,0.6661350078829413,ASHLAND INC 2022,ASH,424690,MERCK & CO INC NEW,MRK,325412
16188,55580,0.66670521127732,COSTAR GROUP INC,CSGP,519290,SITEONE LANDSCAPE SUPPLY INC,SITE,423820
3048,58670,0.6714480611890465,MIDDLESEX WATER CO,MSEX,221310,ORANGE COUNTY BANCORP INC,OBT,551111
21640,44717,0.6743381478831865,SOUTHERN CO,SO,221118,NELNET INC,NNI,522291
2130,10989,0.6759498154926573,HEXCEL CORP NEW,HXL,336413,I D E X X LABORATORIES INC,IDXX,541940
8686,52391,0.6761850592653822,DONEGAL GROUP INC,DGICA,524126,TIPTREE INC,TIPT,524126
55606,59054,0.677325788779128,APTEVO THERAPEUTICS INC,APVO,325412,ALLARITY THERAPEUTICS INC,ALLR,325412
51308,52388,0.6773316839600578,EXLSERVICE HOLDINGS INC,EXLS,561499,BLACKSTONE INC,BX,523940
29327,53008,0.6788030651321614,WABASH NATIONAL CORP,WNC,336212,ENOVIS CORP,ENOV,332312
4196,31894,0.6807166960425813,SONOCO PRODUCTS CO,SON,322130,CORE MOLDING TECHNOLOGIES INC,CMT,326199
30975,31386,0.6835543657968755,DAVITA INC,DVA,621492,HARTFORD FINANCIAL SVCS GRP INC,HIG,524126
5679,59543,0.6844654888068726,WAFD INC,WAFD,522110,BURKE & HERBERT FINANCIAL SERV C,BHRB,522110
9010,11473,0.6859430746222779,PHOTRONICS INC,PLAB,334413,A G C O CORP,AGCO,333111
216,32004,0.6865662756029476,AMGEN INC,AMGN,325414,MAXIMUS INC,MMS,541611
1658,46441,0.687928739552143,TRUSTMARK CORP,TRMK,522110,AXOS FINANCIAL INC,AX,522180
9058,54399,0.6893406342848668,O F G BANCORP,OFG,522110,PENNYMAC FINANCIAL SVCS INC NEW,PFSI,522292
15171,20484,0.6894490225764178,STEEL DYNAMICS INC,STLD,331110,COMMERCIAL METALS CO,CMC,331110
11092,35048,0.6925756820815523,ZEBRA TECHNOLOGIES CORP,ZBRA,334118,GOLDMAN SACHS GROUP INC,GS,523150
11691,55987,0.6926273389499713,FIRST UNITED CORP,FUNC,522110,ESQUIRE FINANCIAL HOLDINGS,ESQ,551111
5780,53876,0.6932293507658243,COOPER COMPANIES INC,COO,339115,FORTUNE BRANDS INNOVATIONS INC,FBIN,332510
55508,56481,0.6981634919316086,SMARTFINANCIAL INC,SMBK,551111,AMALGAMATED FINANCIAL CORP,AMAL,522110
1689,21201,0.6998798342473969,M & T BANK CORP,MTB,522110,ENTERGY CORP NEW,ETR,221118
9440,30005,0.6999090879844125,FASTENAL CO,FAST,423840,MARRIOTT INTERNATIONAL INC NEW,MAR,721110
6515,54499,0.701829200104047,CASEYS GENERAL STORES INC,CASY,445110,MURPHY USA INC,MUSA,441330
44885,54020,0.7053177968814663,DYNAVAX TECHNOLOGIES CORP,DVAX,541715,YELP INC,YELP,519290
41460,46701,0.7105138491300383,CIVISTA BANCSHARES INC,CIVB,522110,AIR TRANSPORT SERVICES GROUP INC,ATSG,492110
21105,51337,0.7108179045615406,LINCOLN NATIONAL CORP,LNC,524113,OWENS CORNING NEW,OC,327999
20309,21110,0.7120988844191454,BLOCK H & R INC,HRB,541213,LOCKHEED MARTIN CORP,LMT,336414
21832,41673,0.7124228231811358,R T X CORP,RTX,336412,FIDELITY NATIONAL INFO SVCS INC,FIS,561499
15739,20773,0.7136790936957763,O S I SYSTEMS INC,OSIS,334413,G A T X CORP,GATX,488210
31190,58325,0.7152556534931014,BOSTON BEER INC,SAM,312120,MISTER CAR WASH INC,MCW,811114
12011,44625,0.7152768867290122,INTUIT INC,INTU,513210,NEXSTAR MEDIA GROUP INC,NXST,516120
29992,57672,0.7187689209650616,BOYD GAMING CORP,BYD,721110,DRIVEN BRANDS HOLDINGS INC,DRVN,811114
9848,57135,0.7201730597987908,LABCORP HOLDINGS INC,LH,621511,DUN & BRADSTREET HOLDINGS INC,DNB,561450
29863,59505,0.7264192699377764,REINSURANCE GROUP OF AMERICA INC,RGA,524113,CRANE CO NEW,CR,334511
9370,56787,0.7273659108599368,CONMED CORP,CNMD,334510,BRIDGEBIO PHARMA INC,BBIO,325412
12378,59433,0.7290289999365085,WINMARK CORP,WINA,533110,F & G ANNUITIES & LIFE INC,FG,524113
27454,53000,0.7290948284704832,LINCOLN ELECTRIC HOLDINGS INC,LECO,333992,QUANEX BUILDING PRODUCTS CORP,NX,327390
16466,46281,0.7294345676181886,EXTREME NETWORKS INC,EXTR,334210,KEARNY FINANCIAL CORP NEW,KRNY,522180
7407,56521,0.731258743380369,AMERISERV FINANCIAL INC,ASRV,522110,FVCBANKCORP INC,FVCB,522110
46016,50199,0.7320115025254081,BLUELINX HOLDINGS INC,BXC,423310,H & E EQUIPMENT SERVICES INC,HEES,532490
20217,21758,0.7363294978137016,ARROW ELECTRONICS INC,ARW,423430,TIMKEN CO,TKR,332991
55694,56742,0.736888734536101,FULGENT GENETICS INC,FLGT,621511,IMMUNOVANT INC,IMVT,523910
20371,29610,0.737892355079103,C T S CORP,CTS,334418,MINERALS TECHNOLOGIES INC,MTX,325180
13001,20807,0.7382554273234954,AMERICAN EAGLE OUTFITTERS INC NE,AEO,458110,GENUINE PARTS CO,GPC,423120
11042,20883,0.7386684271230948,VERTEX PHARMACEUTICALS INC,VRTX,325412,L3HARRIS TECHNOLOGIES INC,LHX,334511
15190,58641,0.740664921504373,FORRESTER RESEARCH INC,FORR,541910,OMNIAB INC,OABI,541715
5242,12390,0.7426204346364411,GENTEX CORP,GNTX,336390,FUEL TECH INC,FTEK,333413
10039,14531,0.7443281984232313,HINGHAM INSTITUTION FOR SVGS MA,HIFS,522110,SANDY SPRING BANCORP INC,SASR,522110
45467,53423,0.74680925645745,COHEN & STEERS INC,CNS,523940,LIMONEIRA CO,LMNR,115114
16641,54327,0.7490141229621845,ENCORE CAPITAL GROUP INC,ECPG,522299,ZOETIS INC,ZTS,325412
15751,52889,0.7496302701412269,NATIONAL RESEARCH CORP,NRC,541910,TITAN MACHINERY INC,TITN,423810
55509,56533,0.7506555262386176,ATLASSIAN CORP PLC,TEAM,541511,UPWORK INC,UPWK,518210
12503,59247,0.7512112702877619,RIVERVIEW BANCORP INC,RVSB,522180,WARNER BROS DISCOVERY INC,WBD,516210
20440,59426,0.752091799448365,CHEVRON CORP NEW,CVX,324110,GRANITE RIDGE RESOURCES INC,GRNT,523910
7623,14778,0.7535651236604485,AUTODESK INC,ADSK,513210,PROVIDENT FINANCIAL HOLDINGS INC,PROV,522110
2089,20340,0.7545266041698414,HAVERTY FURNITURE COS INC,HVT,423210,BROWN FORMAN CORP,BF,312140
14661,56160,0.758718879318128,ARTESIAN RESOURCES CORP,ARTNA,221310,STERLING BANCORP INC,SBT,522180
6137,50016,0.7589634329843523,RAYMOND JAMES FINANCIAL INC,RJF,523150,LIVE NATION ENTERTAINMENT INC,LYV,561499
8551,8702,0.7590904174490914,P A M T CORP,PAMT,484121,HEARTLAND EXPRESS INC,HTLD,484121
14722,20793,0.7602790139712727,TRUEBLUE INC,TBI,561320,G E E GROUP INC,JOB,561311
53544,59473,0.760737276535836,PACIFIC BIOSCIENCES CALIF INC,PACB,334516,GENELUX CORP,GNLX,325412
5974,54827,0.7615422835181905,VALUE LINE INC,VALU,513120,PEOPLES FINANCIAL SERVICES CORP,PFIS,522110
10836,58215,0.7618180004592257,SANARA MEDTECH INC,SMTI,339113,PRIVIA HEALTH GROUP INC,PRVA,621999
50323,53705,0.7621695777787983,GULFPORT ENERGY CORP,GPOR,213112,AIR LEASE CORP,AL,532490
5828,21125,0.7636863549060331,LOGILITY SUPPLY CHAIN SOL INC,LGTY,513210,L G L GROUP INC,LGL,334419
18455,31933,0.7670681125023335,SILICON LABORATORIES INC,SLAB,334413,VAIL RESORTS INC,MTN,721110
56013,58943,0.7684874950939866,R B B BANCORP,RBB,522110,FINWARD BANCORP,FNWD,522110
52788,57424,0.7686603606367399,ULTA BEAUTY INC,ULTA,456120,ACADEMY SPORTS & OUTDOORS INC,ASO,459110
7978,57400,0.7700428264036846,ENVELA CORP,ELA,423940,GLOBAL BUSINESS TRAVEL GROUP INC,GBTG,561520
7518,17489,0.7718053001225954,INSTEEL INDUSTRIES INC,IIIN,332312,USIO INC,USIO,522320
21230,29956,0.7726108621191703,MOTOROLA SOLUTIONS INC,MSI,334220,BELDEN INC NEW,BDC,335929
20939,21578,0.7762555376523608,CENTERPOINT ENERGY INC,CNP,221210,SCHWAB CHARLES CORP NEW,SCHW,523150
42651,51555,0.7779642615891535,SYNAPTICS INC,SYNA,334118,I P G PHOTONICS CORP,IPGP,335999
31832,56542,0.778231219632286,N C R VOYIX CORP,VYX,334118,YETI HOLDINGS INC,YETI,339920
4905,11050,0.7789349511512619,WEYCO GROUP INC,WEYS,424340,PROGRESS SOFTWARE CORP,PRGS,513210
3302,11225,0.7797728580609591,TEREX CORP NEW,TEX,333924,WORLD ACCEPTANCE CORP,WRLD,522291
29969,56501,0.7821161009479797,TANDY LEATHER FACTORY INC,TLF,458320,GARRETT MOTION INC,GTX,336390
